Datetime;Resolution code;Quarter hour;Quality status;ACE;System imbalance;Alpha;Alpha';Marginal incremental price;Marginal decremental price;Imbalance Price
2024-09-06T00:30:00+02:00;PT1M;2024-09-06T00:30:00+02:00;NV;-19.366;207.694;0.876;0.0;220.547;-19.046;-19.922
2024-09-06T00:29:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-4.838;36.125;0.0;0.0;226.449;-201.309;-201.309
2024-09-06T00:28:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-6.929;25.987;0.0;0.0;226.539;-211.384;-211.384
2024-09-06T00:27:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-9.452;19.745;0.0;0.0;226.735;80.0;80.0
2024-09-06T00:26:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-10.255;16.889;0.0;0.0;226.987;80.0;80.0
2024-09-06T00:25:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-9.072;13.964;0.0;0.0;227.146;80.0;80.0
2024-09-06T00:24:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-7.355;-2.576;0.0;0.0;80.0;-214.605;80.0
2024-09-06T00:23:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-9.155;-20.827;0.0;0.0;80.0;-209.304;80.0
2024-09-06T00:22:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-12.098;-36.996;0.0;0.0;227.867;-220.185;227.867
2024-09-06T00:21:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-19.421;-48.199;0.0;0.0;228.472;-276.966;228.472
2024-09-06T00:20:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-27.76;-61.19;0.0;0.0;229.225;-299.607;229.225
2024-09-06T00:19:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-41.76;-78.307;0.0;0.0;229.142;10.0;229.142
2024-09-06T00:18:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-59.061;-92.303;0.0;0.0;227.326;10.0;227.326
2024-09-06T00:17:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-77.935;-106.88;0.0;0.0;224.28;10.0;224.28
2024-09-06T00:16:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-93.528;-117.658;0.0;0.0;220.752;10.0;220.752
2024-09-06T00:15:00+02:00;PT1M;2024-09-06T00:15:00+02:00;NV;-93.066;-111.351;0.0;0.0;220.389;10.0;220.389
2024-09-06T00:14:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;-32.932;-41.635;0.0;0.0;289.001;-221.839;289.001
2024-09-06T00:13:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;-34.106;-40.196;0.0;0.0;286.871;-216.117;286.871
2024-09-06T00:12:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;-42.577;-44.993;0.0;0.0;281.583;-214.599;281.583
2024-09-06T00:11:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;-49.963;-45.51;0.0;0.0;270.827;-214.599;270.827
2024-09-06T00:10:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;-52.279;-40.397;0.0;0.0;256.686;-214.599;256.686
2024-09-06T00:09:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;-42.232;-23.602;0.0;0.0;80.0;-214.599;80.0
2024-09-06T00:08:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;-25.326;-0.614;0.0;0.0;80.0;-214.599;80.0
2024-09-06T00:07:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;0.362;30.463;0.0;0.0;225.909;-214.599;-214.599
2024-09-06T00:06:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;19.753;55.115;0.0;0.0;226.2;-215.894;-215.894
2024-09-06T00:05:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;27.652;61.413;0.0;0.0;226.348;-222.74;-222.74
2024-09-06T00:04:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;31.67;68.843;0.0;0.0;226.654;-225.686;-225.686
2024-09-06T00:03:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;45.424;77.501;0.0;0.0;227.071;-222.726;-222.726
2024-09-06T00:02:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;58.456;66.332;0.0;0.0;228.029;-193.467;-193.467
2024-09-06T00:01:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;64.478;53.497;0.0;0.0;230.271;-145.57;-145.57
2024-09-06T00:00:00+02:00;PT1M;2024-09-06T00:00:00+02:00;NV;53.31;22.205;0.0;0.0;236.992;80.0;80.0
